"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","임산부정원수","영유아정원수","임산부실면적","영유아실면적","모유수유실면적","급식시설면적","세탁실면적","목욕실면적","조리원화장실면적","사무실면적","간호사수","간호조무사수","영양사수","취사부수","미화원수","기타인원수","건물층수","지상층수","지하층수"
"3220000","PHMB120083220033042100001","20080228","","03","폐업","03","폐업","20130731","","","","558-7769","","135842","서울특별시 강남구 대치2동 984번지 로얄빌딩 3층","서울특별시 강남구 도곡로99길 16 (대치동,로얄빌딩 3층)","","르베르쏘 산후조리원","2014-05-19 16:37:48","I","2018-08-31 23:59:59.0","","205766.531433892    ","444407.220534592    ","16","16","258","35.17","","33.23","14.3","","41.66","","4","3","","2","2","","3","",""
"3220000","PHMB120083220033042100002","20080604","","03","폐업","03","폐업","20110715","","","","02-2057-6432","","135515","서울특별시 강남구 역삼2동 785번지 12호","서울특별시 강남구 언주로 303 (역삼동)","","드 라마 산후조리원","2017-03-06 11:14:00","I","2018-08-31 23:59:59.0","","204004.328388149    ","443597.980050957    ","15","15","302.09","15.6","12","44.7","11.51","4.9","68","10.41","9","0","2","1","2","","","",""
"3210000","PHMB120113210034042100001","2011-12-08","","01","영업/정상","13","영업중","","","","","537-3232","","","서울특별시 서초구 반포동 107번지 45호 부림빌딩 7,8층","서울특별시 서초구 사평대로18길 10, 부림빌딩 7,8층 (반포동)","06575","서래 네송스 산후조리원","2023-12-05 11:53:35","U","2022-11-02 00:07:00.0","","199540.058557374","444026.800198634","","","","","","","","","","","","","","","","","","",""
"3210000","PHMB120133210034042100001","2013-08-08","","03","폐업","03","폐업","2023-05-11","","","","02-592-3338","","137-044","서울특별시 서초구 반포4동 83번지 16호 양지빌딩 3,4,5층","서울특별시 서초구 동광로49길 7 (반포동, 양지빌딩 3,4,5층)","06580","(주) 메르앙서래","2023-11-28 10:57:38","U","2022-10-31 21:00:00.0","","200105.950303729","443487.224113906","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120063220033042100001","20061127","","03","폐업","03","폐업","20210518","20170713","20170801","","541-5673","","","서울특별시 강남구 청담동 132번지 16호 청구 빌딩 2층","서울특별시 강남구 학동로101길 15, 청구 빌딩 2층 (청담동)","06075","트리니티산후조리원(청담점)","2021-05-18 16:36:07","U","2021-05-20 02:40:00.0","","205004.086672612    ","446564.659683453    ","15","15","281.13","2.74","14.93","23.02","8.02","35","5.85","11.84","4","11","","1","1","4","6","4","2"
"3220000","PHMB120133220033042100001","20130816","","03","폐업","03","폐업","20190110","20170328","20170930","","558-2053","","135842","서울특별시 강남구 대치2동 984번지 로얄빌딩 3층","서울특별시 강남구 도곡로99길 16 (대치동)","06189","알루베베산후조리원","2019-01-10 18:23:18","U","2019-01-12 02:40:00.0","","205766.531433892    ","444407.220534592    ","17","17","258","35.17","","33.23","14.3","","2.8","","4","6","","1","1","1","3","3",""
"3220000","PHMB120083220033042100003","20080227","","03","폐업","03","폐업","20210430","20191101","20191128","","02-554-6600","","","서울특별시 강남구 역삼동 837번지 26호 삼일프라자오피스텔 3층 302호","서울특별시 강남구 도곡로1길 14, 삼일프라자오피스텔 3층 302호 (역삼동)","06253","앙즐레 산후조리원","2021-04-30 11:22:06","U","2021-05-02 02:40:00.0","","202803.137561335    ","443189.823482655    ","15","15","327.9","29.8","8.6","14","8.29","31.92","34.98","","4","3","1","1","2","","6","6","6"
"3220000","PHMB120113220033042100001","20111104","","03","폐업","03","폐업","20170404","","","","02-555-7166","","135917","서울특별시 강남구 역삼1동 694번지 12호","서울특별시 강남구 선릉로 535 (역삼동)","06149","라마드레 산후조리원","2017-04-04 16:55:18","I","2018-08-31 23:59:59.0","","204049.984382448    ","444973.446470304    ","18","18","320.5","49.4","14.5","23.1","6.6","22.8","28.8","33.7","3","6","","4","2","2","6","6",""
"3220000","PHMB120123220033042100003","20120426","","03","폐업","03","폐업","20160609","","","","555-9550","","","","서울특별시 강남구 언주로107길 658-7 (역삼동)","06136","산후조리원 궁 (강남점)","2016-06-09 15:44:02","I","2018-08-31 23:59:59.0","","","","18","18","334.2","42.9","","66.2","","","96.8","6.4","3","5","","1","1","","0","",""
"3220000","PHMB120123220033042100004","20120525","","03","폐업","03","폐업","20140507","","","","02-575-7870","","135859","서울특별시 강남구 도곡1동 941번지 8호","서울특별시 강남구 도곡로6길 13 (도곡동)","","라펠리체 산후조리원","2014-05-07 16:57:55","I","2018-08-31 23:59:59.0","","202983.070885408    ","443022.20537814     ","15","15","361.2","63.4","9.7","27.8","4.86","","","","7","6","","","","","7","7",""
"3220000","PHMB120123220033042100005","20121027","","03","폐업","03","폐업","20180228","","","","02-1899-2227","","","서울특별시 강남구 청담동 71번지 3호 11~13층","서울특별시 강남구 영동대로 71-3 (청담동, 튼튼병원빌딩)","06072","청담베네크레산후조리원","2018-02-28 17:08:51","I","2018-08-31 23:59:59.0","","204855.579518894    ","446576.858605648    ","29","29","669","74.4","18.6","57.6","18.3","43.9","88.5","22.8","5","2","1","1","2","2","3","3",""
"3220000","PHMB120183220033042100002","20180817","","01","영업/정상","13","영업중","","","","","02)579-0303","","","서울특별시 강남구 자곡동 635번지 1~3층","서울특별시 강남구 자곡로 110, 고수일레븐 1~3층 (자곡동)","06373","엘 산후조리원","2022-12-05 13:46:26","U","2021-11-02 00:07:00.0","","208396.743385115","441093.949862979","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120163220033042100002","2016-06-09","","01","영업/정상","13","영업중","","2024-04-15","2024-04-27","","02-555-9550","","","","서울특별시 강남구 언주로107길 35 (역삼동)","06136","궁산후조리원 강남본원지점","2024-04-26 20:13:37","U","2023-12-03 22:08:00.0","","203146.419320892","444976.079528745","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120143220033042100001","20140225","","01","영업/정상","13","영업중","","20171129","20171220","","02-508-0013","","","서울특별시 강남구 삼성동 151번지 1호 SISOMO TOWER","서울특별시 강남구 삼성로 548, SISOMO TOWER 2~4층 (삼성동)","06166","트리니티산후조리원(삼성점)","2019-11-07 16:05:28","U","2019-11-09 02:40:00.0","","204796.528984474    ","445378.716249213    ","19","24","355.5","50.2","6.6","","","23","26.5","10.2","4","12","","1","2","3","11","7","4"
"3220000","PHMB120143220033042100002","20140401","","01","영업/정상","13","영업중","","","","","02-3453-4628","","","서울특별시 강남구 역삼동 785번지 12호 3~5층","서울특별시 강남구 언주로 303, 3~5층 (역삼동)","06230","(주)그녀의 정원 드라마","2019-11-12 17:58:36","U","2019-11-14 02:40:00.0","","204004.328388149    ","443597.980050957    ","22","22","302.09","26.22","12","56.2","0","","9.7","10.41","18","0","1","5","3","6","10","8","2"
"3220000","PHMB120163220033042100001","20160315","","01","영업/정상","13","영업중","","","","","02-3453-4628","","","","서울특별시 강남구 언주로 303 (역삼동)","06230","주식회사 드라마글로벌 산후조리원","2016-03-15 17:10:02","I","2018-08-31 23:59:59.0","","204004.328388149    ","443597.980050957    ","7","7","221.07","17.15","9.32","0","0","6.29","21.81","43.29","3","0","0","0","3","0","8","6","2"
"3220000","PHMB120163220033042100003","2016-09-01","","01","영업/정상","13","영업중","","","","","02-512-0500","","","서울특별시 강남구 신사동 638번지 1호 윤호병원 5~6층","서울특별시 강남구 압구정로 304, 윤호병원 5~6층 (신사동)","06017","윤호 산후조리원","2024-07-22 10:09:32","U","2023-12-06 22:04:00.0","","202969.639103322","447402.299460543","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120163220033042100004","2016-11-17","","01","영업/정상","13","영업중","","","","","02-3471-2233","","","서울특별시 강남구 청담동 70-4","서울특별시 강남구 학동로97길 21-3, 청담마리더블레스 (청담동)","06072","청담마리더블레스 산후조리원","2024-05-03 16:32:02","U","2023-12-05 00:05:00.0","","204785.437108246","446530.444402431","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120093220033042100002","2009-03-23","","01","영업/정상","13","영업중","","2020-05-31","2020-07-20","","518-9782","","","서울특별시 강남구 삼성동 63번지 12호 B1,1,2층","서울특별시 강남구 삼성로120길 30, B1,1,2층 (삼성동)","06085","Saint park 산후조리원","2024-08-11 16:14:08","U","2023-12-07 23:03:00.0","","204670.698917723","446164.920842784","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120143220033042100003","2014-06-18","","01","영업/정상","13","영업중","","","","","02-577-8677","","","서울특별시 강남구 도곡동 941번지 8호 1~7층","서울특별시 강남구 도곡로6길 13, 1~7층 (도곡동)","06259","주식회사 맘스밀리 산후조리원 강남점","2025-01-15 13:21:41","U","2024-11-30 23:07:00.0","","202983.070885408","443022.20537814","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120123220033042100001","20120308","","01","영업/정상","13","영업중","","","","","547-5047","","","서울특별시 강남구 삼성동 101번지 1호","서울특별시 강남구 봉은사로111길 111-13 (삼성동, 마당빌딩)","06083","더 궁 산후조리원","2019-04-10 15:00:38","U","2019-04-12 02:40:00.0","","205685.206218981    ","445991.722889067    ","17","17","360.5","29","6","29.4","10.6","4.5","4.5","8.2","8","4","","1","1","","7","5","2"
"3220000","PHMB120123220033042100002","20120316","","01","영업/정상","13","영업중","","","","","3446-3434","","","서울특별시 강남구 논현동 90번지 1호","서울특별시 강남구 언주로 707, MH빌딩 12,13층 (논현동)","06053","M&H 산후조리원","2021-02-23 11:11:13","U","2021-02-25 02:40:00.0","","203026.272623345    ","446000.947269911    ","16","16","330.31","35.64","","","15","","","","11","15","","4","3","","17","15","2"
"3230000","PHMB120133230034042100001","20130128","","02","휴업","02","휴업","","20210521","20211014","","02-420-5560","","138849","서울특별시 송파구 송파1동 31번지 2호 현대레이크빌 2층","서울특별시 석촌호수로 284 (현대레이크빌 2층)","05623","뉴더퀸산후조리원","2021-05-21 14:53:26","U","2021-05-23 02:40:00.0","","209389.696217302    ","445393.711556926    ","19","19","373.58","40.32","9.46","29.77","6.43","","14.59","8.69","4","10","","2","","","0","2",""
"3230000","PHMB120073230034042100001","20070208","","03","폐업","03","폐업","20100901","","","","","","138800","서울특별시 송파구 가락본동 2번지 5호 3층","서울특별시 송파구 오금로 296 (가락동, 3층)","138800","참사랑산후조리원","2012-03-13 15:15:17","I","2018-08-31 23:59:59.0","","211005.302324733    ","444601.789927777    ","15","15","","18.5","","","","","","","4","3","","","","2","6","1",""
"3230000","PHMB120093230034042100002","20091229","","03","폐업","03","폐업","20151222","20150731","20151231","","02-421-5590","","138830","서울특별시 송파구 방이2동 180번지 18호 한우리빌딩 3층,4층,5층","서울특별시 송파구 백제고분로50길 7-7 (방이동, 한우리빌딩 3,4,5층)","138830","더퀸산후조리원","2015-12-22 16:18:25","I","2018-08-31 23:59:59.0","","210151.390873614    ","445852.199143259    ","12","12","188.78","21.27","13.68","24.07","2.78","32.88","32.88","27.86","3","7","","2","1","","6","5","1"
"3230000","PHMB120103230034042100002","20100906","","03","폐업","03","폐업","20200624","","","","02-415-7752","","138171","서울특별시 송파구 송파1동 58번지 17호","서울특별시 송파구 석촌호수로 296 (송파동)","05618","라벨락산후조리원","2020-06-22 11:03:29","U","2020-06-24 02:40:00.0","","209445.582339381    ","445460.547369269    ","16","16","225.7","29.97","21.26","33.66","7.85","2.54","69.78","3.8","3","3","","1","1","1","0","",""
"3230000","PHMB120063230034042100001","20061208","","03","폐업","03","폐업","20090304","","","","","","138190","서울특별시 송파구 석촌동 277번지 1호","서울특별시 송파구 가락로 99 (석촌동)","","사임당산후조리원 송파점","2009-03-26 09:28:36","I","2018-08-31 23:59:59.0","","209393.141585965    ","444350.722020836    ","1","1","","","","","","","","","","","","","","","","",""
"3230000","PHMB120063230034042100002","20060908","","03","폐업","03","폐업","20161005","","","","","","138804","서울특별시 송파구 가락본동 94번지 6호 2층-6층","서울특별시 송파구 양재대로60길 3 (가락동, 2~6층)","05708","문산후조리원","2016-10-17 11:11:38","I","2018-08-31 23:59:59.0","","210251.590527245    ","444061.408532921    ","15","15","193.8","27.3","","","","","","","7","11","","","","4","7","5",""
"3230000","PHMB120063230034042100003","20061215","","03","폐업","03","폐업","20120927","","","","","","138854","서울특별시 송파구 송파2동 185번지 4호 6,7층","서울특별시 송파구 송파대로34길 33 (송파동, 6,7층)","138854","마이홈산후조리원","2012-09-28 09:57:53","I","2018-08-31 23:59:59.0","","210155.048967852    ","444118.866229905    ","17","17","","28","","","","","","","3","9","","","","3","10","2",""
"3230000","PHMB120063230034042100004","20061220","","03","폐업","03","폐업","20100212","","","","","","138810","서울특별시 송파구 가락2동 167번지 3호 6층","서울특별시 송파구 오금로 410 (가락동, 6층)","138810","푸른잎산후조리원","2012-03-13 15:16:17","I","2018-08-31 23:59:59.0","","211907.685267696    ","443924.875483069    ","13","13","","35.3","","","","","","","3","4","","","","3","9","1",""
"3230000","PHMB120173230034042100001","20170131","","01","영업/정상","13","영업중","","","","","02-6425-1600","","","","서울특별시 송파구 양재대로60길 3 (가락동)","05708","포유문산후조리원","2017-02-02 08:53:55","I","2018-08-31 23:59:59.0","","210251.590527245    ","444061.408532921    ","23","23","340.08","39.3","14.57","54.95","17.2","","4.9","6.7","2","5","","1","2","","6","6",""
"3230000","PHMB120093230034042100001","2009-07-02","","01","영업/정상","13","영업중","","","","","414-3322","","138-840","서울특별시 송파구 삼전동 111번지 선프라지빌딩6.7층","서울특별시 송파구 석촌호수로 156 (삼전동, 선플라자빌딩 6,7층)","05601","라렌느산후조리원","2024-07-15 09:13:43","U","2023-12-06 23:07:00.0","","208265.829073588","444957.463368081","","","","","","","","","","","","","","","","","","",""
"3230000","PHMB120073230034042100002","20070208","","01","영업/정상","13","영업중","","","","","02-3401-3838","","138110","서울특별시 송파구 거여동 293번지 1호 6층","서울특별시 송파구 양산로 12 (거여동, 6층)","05787","(주)푸른잎산후조리원","2019-04-30 15:05:29","U","2019-05-02 02:40:00.0","","212631.968657493    ","443089.54324724     ","16","16","","38.4","","","","","","","3","7","","","","3","1","1",""
"3230000","PHMB120103230034042100001","20100323","","01","영업/정상","13","영업중","","","","","4843710","","138190","서울특별시 송파구 석촌동 182번지 2호 4,5층","서울특별시 송파구 송파대로49길 3 (석촌동, 4,5층)","05609","라벨메르산후조리원","2018-08-31 09:50:19","I","2018-08-31 23:59:59.0","","209121.451763903    ","445062.865258396    ","15","15","378.57","52.31","9.82","","","","","","4","6","","","","","0","",""
"3230000","PHMB120113230034042100001","20110513","","01","영업/정상","13","영업중","","","","","02-3401-1004","","138855","서울특별시 송파구 오금동 4번지 14호","서울특별시 송파구 중대로 317, 세우빌딩 3,4층 (오금동)","05654","소피아산후조리원","2021-07-14 10:54:22","U","2021-07-16 02:40:00.0","","211725.257519354    ","445195.482107596    ","20","20","320","54","20","57","10","33","66","10","4","2","0","2","1","2","0","0","0"
"3240000","PHMB120073240033042100002","2007-08-30","","03","폐업","03","폐업","2015-11-05","","","","02) 477-7707","","134-846","서울특별시 강동구 성내3동 440번지 4호 만선재빌딩 3,4층","서울특별시 강동구 양재대로85길 17 (성내동)","134-846","사랑의소리산후조리원","2023-10-16 09:48:03","U","2022-10-30 23:08:00.0","","211740.679000368","446914.416126274","","","","","","","","","","","","","","","","","","",""
"3230000","PHMB120163230034042100001","2016-04-05","","01","영업/정상","13","영업중","","2024-11-18","2024-11-22","","02-413-0035","","","서울특별시 송파구 석촌동 24번지 3호 201호","서울특별시 송파구 석촌호수로 210, 201호 (석촌동)","05611","베르사유산후조리원","2024-11-21 15:58:41","U","2023-10-31 22:03:00.0","","208805.042539137","444931.840306527","","","","","","","","","","","","","","","","","","",""
"3240000","PHMB120083240033042100001","20080620","","03","폐업","03","폐업","20190612","20130910","20131027","","02) 478-3989","","134814","서울특별시 강동구 길동 412번지 8호 마루빌딩 4층","서울특별시 강동구 양재대로 1465 (길동)","05353","(주)이자르씨앤에스강동점","2019-06-12 11:47:21","U","2019-06-14 02:40:00.0","","212241.599163626    ","448298.45939367     ","12","12","288.4","27","11.9","16.4","14.15","","2.7","9.7","3","5","","1","1","3","14","10","4"
"3240000","PHMB120103240033042100001","20100416","","03","폐업","03","폐업","20150519","","","","3427-0123","","134052","서울특별시 강동구 암사2동 506번지 8호 라테라 산후조리원","서울특별시 강동구 올림픽로 833 (암사동)","134877","라테라산후조리원","2015-05-19 15:56:19","I","2018-08-31 23:59:59.0","","211338.114281843    ","450358.802980111    ","27","27","615.15","11.42","43.44","28.2","12","387.3","65.87","24.82","4","5","0","3","3","2","9","6","3"
"3240000","PHMB120113240033042100002","20110421","","03","폐업","03","폐업","20170102","","","","02) 482-8899","","134851","서울특별시 강동구 성내1동 322번지 8호 2-3층","서울특별시 강동구 올림픽로 564 (성내동)","05391","리안산후조리원","2017-01-02 16:37:50","I","2018-08-31 23:59:59.0","","210661.875484958    ","447756.559360639    ","16","16","251.43","29.7","8","43.8","7.2","","45.2","7","3","3","","1","1","","7","6","1"
"3240000","PHMB120063240033042100004","20061206","","03","폐업","03","폐업","20181210","20180601","20191231","","02-484-4868","","","서울특별시 강동구 둔촌동 489번지 9호","서울특별시 강동구 양재대로 1392 (둔촌동, 둔촌빌딩)","05372","스카디아 산후조리원","2018-12-11 09:07:31","U","2018-12-13 02:40:00.0","","212103.610058511    ","447564.027288567    ","16","16","194.7","33.16","","27.82","11.2","","90","11.1","3","8","","1","1","1","8","7","1"
"3240000","PHMB120113240033042100001","20181101","","01","영업/정상","13","영업중","","","","","02-486-3300","","","","서울특별시 강동구 강동대로 143-64, 태창타워 (성내동)","05398","트리니티산후조리원 강동송파점","2020-12-07 17:56:05","U","2020-12-09 02:40:00.0","","210544.019661136    ","447320.372901241    ","15","14","364.86","24.7","18","23.94","5.76","57.6","57.6","8.93","3","2","1","1","","2","11","9","2"
"3230000","PHMB120113230034042100002","20141031","","03","폐업","03","폐업","20220531","","","","02-412-8855","","","서울특별시 송파구 송파동 48번지 13호 연세빌딩 4층","서울특별시 송파구 오금로 152 (송파동, 연세빌딩)","05620","맘스맘산후조리원","2022-06-09 11:42:34","U","2021-12-05 23:01:00.0","","209776.636655598","445347.787614549","","","","","","","","","","","","","","","","","","",""
"3230000","PHMB120123230034042100001","20120919","","01","영업/정상","13","영업중","","","","","1661-3118","","","","서울특별시 송파구 마천로 4(방이동)","05645","레이나 산후조리원","2022-11-01 14:11:26","U","2021-11-01 00:03:00.0","","210671.706889754","445341.424867275","","","","","","","","","","","","","","","","","","",""
"3230000","PHMB120163230034042100002","20161005","","01","영업/정상","13","영업중","","","","","02-418-3727","","","","서울특별시 송파구 백제고분로50길 7-7 (방이동, 한우리빌딩(3, 4, 5층))","05627","보네르아샤 산후조리원","2023-01-12 10:34:21","U","2022-11-30 23:04:00.0","","","","","","","","","","","","","","","","","","","","","",""
"3240000","PHMB120123240033042100001","20120518","","01","영업/정상","13","영업중","","","","","02) 3428-3535","","","서울특별시 강동구 강일동 679번지 2호 MIDC빌딩","서울특별시 강동구 아리수로 421, MIDC빌딩 7,8층 (강일동)","05211","몽쉘베베산후조리원","2019-05-24 11:12:06","U","2019-05-26 02:40:00.0","","215379.10005800000  ","451691.50520300000  ","19","19","415","58","8.23","45.2","15","","18","9.24","3","8","","1","1","1","14","10","4"
"3240000","PHMB120133240033042100002","20130723","","01","영업/정상","13","영업중","","","","","02-429-6777","","","서울특별시 강동구 명일동 306번지 7호 대은상가","서울특별시 강동구 양재대로 1657-11, 대은상가 5층 (명일동)","05257","마벨 산후조리원","2022-01-24 13:51:08","U","2022-01-26 02:40:00.0","","212603.194992637    ","450135.008703137    ","21","21","441.3","46.54","7.18","36.5","24.3","24.78","71.4","15.3","3","9","0","1","0","0","7","5","2"
"3240000","PHMB120133240033042100003","20131227","","01","영업/정상","13","영업중","","","","","1661-0997","","","서울특별시 강동구 천호동 453-10 강동미즈산후조리원","서울특별시 강동구 천호대로159길 13, 퍼스트스마일산후조리원 1층 (천호동)","05335","퍼스트스마일산후조리원","2022-01-05 11:40:31","U","2022-01-07 02:40:00.0","","211206.540974151    ","448438.130467194    ","44","44","773.96","104.32","39.92","192.13","53.94","0","203.85","19.19","5","10","1","6","6","0","8","6","2"
"3240000","PHMB120173240033042100001","20170828","","01","영업/정상","13","영업중","","","","","02-6483-0088","","","서울특별시 강동구 길동 366번지 2호 호석빌딩 4~5층 헤라산후조리원","서울특별시 강동구 양재대로 1498 (길동, 호석빌딩)","05343","헤라산후조리원","2019-09-02 10:34:45","U","2019-09-04 02:40:00.0","","212383.514068572    ","448570.272031761    ","16","16","331.95","40.61","10.27","","5.58","17.6","42","10.2","4","6","","","","3","7","6","1"
"3240000","PHMB120073240033042100001","2007-05-23","","01","영업/정상","13","영업중","","","","","02) 472-6565","","","서울특별시 강동구 길동 416-6 우주빌딩","서울특별시 강동구 성안로 156, 우주빌딩 4층 (길동)","05354","예그리나 산후조리원","2023-09-26 17:03:16","U","2022-12-08 22:09:00.0","","211901.245613315","448311.195671788","","","","","","","","","","","","","","","","","","",""
"3240000","PHMB120183240033042100001","20181231","","01","영업/정상","13","영업중","","","","","02-341-4567","","","서울특별시 강동구 강일동 730번지 1호","서울특별시 강동구 상일로12길 97, 강동드림산부인과 3층 (강일동)","05285","강동드림 산후조리원","2021-04-14 11:36:09","U","2021-04-16 02:40:00.0","","215186.099366286    ","450520.462500138    ","15","15","200.17","35.61","8.01","35.31","2.25","","66.3","7.02","3","3","","","2","1","7","5","2"
"3070000","PHMB120113070034042100001","20110307","","03","폐업","03","폐업","20220530","20180716","20180731","","02-2039-0000","","136820","서울특별시 성북구 석관동 349번지 1호","서울특별시 성북구 화랑로 248, 장위뉴타워 8층 (석관동)","02787","동그라미산후조리원 성북점","2022-05-30 14:31:37","U","2021-12-06 00:01:00.0","","204958.405518224","456443.387226032","","","","","","","","","","","","","","","","","","",""
"3240000","PHMB120063240033042100001","2006-12-08","","01","영업/정상","13","영업중","","","","","02) 485-0087","","","서울특별시 강동구 성내동 378 웰빙메디컬빌딩","서울특별시 강동구 천호대로 1128, 웰빙메디컬빌딩 6~7층 (성내동)","05373","가율 산후조리원","2023-05-12 10:04:17","U","2022-12-04 23:04:00.0","","211997.374303563","447998.814231451","","","","","","","","","","","","","","","","","","",""
"3240000","PHMB120063240033042100002","2006-10-17","","01","영업/정상","13","영업중","","","","","02) 485-2151","","","서울특별시 강동구 천호동 447 정산타워빌딩","서울특별시 강동구 천호대로 1099, 정산타워빌딩 6층 (천호동)","05339","아쉐르 산후조리원","2024-08-26 11:52:50","U","2023-12-07 22:08:00.0","","211785.062144309","448178.173808736","","","","","","","","","","","","","","","","","","",""
"3210000","PHMB120223210034042100001","20220701","","01","영업/정상","13","영업중","","","","","02-592-0020","","","서울특별시 서초구 방배동 783-24 왕실빌딩","서울특별시 서초구 동작대로 172, 왕실빌딩 3층 50호 (방배동)","06559","sk산후조리원","2022-07-20 14:46:32","I","2021-12-06 22:02:00.0","","198448.680593311","443312.729013243","","","","","","","","","","","","","","","","","","",""
"3180000","PHMB120083180034042100001","20080229","","01","영업/정상","13","영업중","","20190101","20190228","","02-848-3579","","","","서울특별시 영등포구 도신로 116, 대웅빌딩 (신길동)","07383","메르디앙 산후조리원","2022-09-08 10:33:17","U","2021-12-08 23:00:00.0","","191534.963962894","445094.61287255","","","","","","","","","","","","","","","","","","",""
"3240000","PHMB120163240033042100001","20160104","","01","영업/정상","13","영업중","","","","","","","05239","","서울특별시 강동구 올림픽로 833, 매일우리아이센타 (암사동)","05239","(주)라파엘산후조리원","2022-10-12 10:54:11","U","2021-10-30 23:04:00.0","","211338.114281843","450358.802980111","","","","","","","","","","","","","","","","","","",""
"3140000","PHMB120113140033042100001","20110117","","01","영업/정상","13","영업중","","","","","02-2601-3588","","","서울특별시 양천구 신월동 550번지 3호 승일뷰티타워2","서울특별시 양천구 신월로 164, 승일뷰티타워2 7층 (신월동)","08064","팰리스산후조리원","2022-10-05 17:18:19","U","2021-10-31 00:07:00.0","","185962.809546697","446176.170952681","","","","","","","","","","","","","","","","","","",""
"3150000","PHMB120153150037042100001","2015-06-16","","01","영업/정상","13","영업중","","2017-02-07","2017-02-15","","02-2664-6999","","","","서울특별시 강서구 마곡중앙5로 81, 에스비타운 (마곡동)","07599","리베 산후조리원(마곡점)","2023-07-19 14:21:48","U","2022-12-06 22:01:00.0","","183902.043509212","451664.251457054","","","","","","","","","","","","","","","","","","",""
"3110000","PHMB120063110032042100001","2006-12-07","","01","영업/정상","13","영업중","","2022-04-08","2022-07-08","","02-309-7535","","122-924","서울특별시 은평구 응암동 603번지 24호 연송빌딩 4,5층","서울특별시 은평구 응암로 164 (응암동,연송빌딩 4,5층)","","인정산후조리원","2024-01-30 15:30:11","U","2023-12-02 00:01:00.0","","192562.859526529","453813.903417407","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120063220033042100003","2006-12-07","","01","영업/정상","13","영업중","","","","","02-3412-0101","","","서울특별시 강남구 개포동 1239번지 17호 문화빌딩 5,6층","서울특별시 강남구 논현로 98, 문화빌딩 5,6층 (개포동)","06303","한아름산후조리원","2024-07-22 10:09:55","U","2023-12-06 22:04:00.0","","203889.69431252","441832.716970491","","","","","","","","","","","","","","","","","","",""